Gene Symbol,Gene ID,PCC,Tumor
LINC00602,ENSG00000281832.1,0.53,LIHC Tumor
SLC16A14,ENSG00000163053.10,0.52,LIHC Tumor
AKAP12,ENSG00000131016.16,0.51,LIHC Tumor
GK,ENSG00000198814.12,0.51,LIHC Tumor
SLC25A15,ENSG00000102743.14,0.5,LIHC Tumor
CCRN4L,ENSG00000151014.5,0.5,LIHC Tumor
SLC7A2,ENSG00000003989.16,0.5,LIHC Tumor
GOT1,ENSG00000120053.10,0.5,LIHC Tumor
AVPI1,ENSG00000119986.6,0.48,LIHC Tumor
SDS,ENSG00000135094.10,0.47,LIHC Tumor
RP1-232L22__B.1,ENSG00000178146.9,0.47,LIHC Tumor
LINC00473,ENSG00000223414.2,0.46,LIHC Tumor
TNRC6C,ENSG00000078687.16,0.46,LIHC Tumor
PAIP2B,ENSG00000124374.8,0.46,LIHC Tumor
GRAMD4,ENSG00000075240.16,0.45,LIHC Tumor
FGB,ENSG00000171564.11,0.45,LIHC Tumor
ASL,ENSG00000126522.16,0.45,LIHC Tumor
RP13-870H17.3,ENSG00000254872.3,0.45,LIHC Tumor
ACKR3,ENSG00000144476.5,0.44,LIHC Tumor
RP11-1105O14.1,ENSG00000253270.1,0.43,LIHC Tumor
HAL,ENSG00000084110.10,0.43,LIHC Tumor
TNFRSF1B,ENSG00000028137.16,0.43,LIHC Tumor
OAT,ENSG00000065154.11,0.42,LIHC Tumor
AC009950.2,ENSG00000225963.7,0.42,LIHC Tumor
UNC5D,ENSG00000156687.10,0.42,LIHC Tumor
CTH,ENSG00000116761.11,0.42,LIHC Tumor
ARG2,ENSG00000081181.7,0.42,LIHC Tumor
MPC1,ENSG00000060762.18,0.42,LIHC Tumor
CPS1,ENSG00000021826.14,0.42,LIHC Tumor
PRR26,ENSG00000180525.11,0.41,LIHC Tumor
EYS,ENSG00000188107.13,0.41,LIHC Tumor
SERHL2,ENSG00000183569.17,0.41,LIHC Tumor
ACO1,ENSG00000122729.18,0.41,LIHC Tumor
ETS2,ENSG00000157557.11,0.41,LIHC Tumor
CHP1,ENSG00000187446.11,0.41,LIHC Tumor
IRF4,ENSG00000137265.14,0.41,LIHC Tumor
LINC00313,ENSG00000185186.8,0.41,LIHC Tumor
CXCL16,ENSG00000161921.14,0.4,LIHC Tumor
CHST8,ENSG00000124302.12,0.4,LIHC Tumor
AGA,ENSG00000038002.8,0.4,LIHC Tumor
FGA,ENSG00000171560.14,0.4,LIHC Tumor
AC008592.8,ENSG00000272021.1,0.4,LIHC Tumor
ARG1,ENSG00000118520.13,0.4,LIHC Tumor
OSBPL9,ENSG00000117859.18,0.4,LIHC Tumor
GPT,ENSG00000167701.13,0.4,LIHC Tumor
PDE4D,ENSG00000113448.16,0.4,LIHC Tumor
PCK1,ENSG00000124253.10,0.4,LIHC Tumor
PAK3,ENSG00000077264.14,0.4,LIHC Tumor
GDA,ENSG00000119125.16,0.4,LIHC Tumor
BDKRB2,ENSG00000168398.6,0.4,LIHC Tumor
HIGD1A,ENSG00000181061.13,0.4,LIHC Tumor
ASS1,ENSG00000130707.17,0.39,LIHC Tumor
PDE3A,ENSG00000172572.6,0.39,LIHC Tumor
PRODH,ENSG00000100033.16,0.39,LIHC Tumor
CPM,ENSG00000135678.11,0.39,LIHC Tumor
C9orf57,ENSG00000204669.9,0.39,LIHC Tumor
WI2-87327B8.2,ENSG00000273812.1,0.39,LIHC Tumor
ASS1P9,ENSG00000217791.4,0.39,LIHC Tumor
COX7A2P1,ENSG00000258626.2,0.39,LIHC Tumor
FGG,ENSG00000171557.16,0.38,LIHC Tumor
GPRIN3,ENSG00000185477.4,0.38,LIHC Tumor
DLL1,ENSG00000198719.8,0.38,LIHC Tumor
CH507-42P11.6,ENSG00000280179.1,0.38,LIHC Tumor
RP11-376O6.2,ENSG00000249084.1,0.38,LIHC Tumor
RP11-668G10.2,ENSG00000229894.3,0.38,LIHC Tumor
SAT1,ENSG00000130066.16,0.38,LIHC Tumor
BX842568.1,ENSG00000235510.1,0.38,LIHC Tumor
RNF152,ENSG00000176641.10,0.37,LIHC Tumor
RP11-356J5.12,ENSG00000250303.3,0.37,LIHC Tumor
HSPA4L,ENSG00000164070.11,0.37,LIHC Tumor
AC002480.4,ENSG00000232949.1,0.37,LIHC Tumor
TOX,ENSG00000198846.5,0.37,LIHC Tumor
PDE10A,ENSG00000112541.13,0.37,LIHC Tumor
FBP1,ENSG00000165140.9,0.37,LIHC Tumor
DUSP1,ENSG00000120129.5,0.37,LIHC Tumor
AGR2,ENSG00000106541.11,0.37,LIHC Tumor
PPARGC1A,ENSG00000109819.8,0.37,LIHC Tumor
RASD1,ENSG00000108551.4,0.37,LIHC Tumor
ASPG,ENSG00000166183.15,0.37,LIHC Tumor
RP11-59D5__B.2,ENSG00000236345.1,0.37,LIHC Tumor
RP11-42O15.3,ENSG00000271992.1,0.37,LIHC Tumor
ST13P20,ENSG00000215875.4,0.37,LIHC Tumor
PDE4B,ENSG00000184588.17,0.37,LIHC Tumor
C16orf47,ENSG00000197445.2,0.37,LIHC Tumor
PDE3B,ENSG00000152270.8,0.36,LIHC Tumor
SYT9,ENSG00000170743.16,0.36,LIHC Tumor
LINC00163,ENSG00000234880.1,0.36,LIHC Tumor
TGM2,ENSG00000198959.11,0.36,LIHC Tumor
TDO2,ENSG00000151790.8,0.36,LIHC Tumor
BHLHA15,ENSG00000180535.3,0.36,LIHC Tumor
GADD45B,ENSG00000099860.8,0.36,LIHC Tumor
RBP4,ENSG00000138207.12,0.36,LIHC Tumor
GNB5,ENSG00000069966.18,0.36,LIHC Tumor
FDPSP3,ENSG00000258872.2,0.36,LIHC Tumor
GLS2,ENSG00000135423.12,0.36,LIHC Tumor
AC007326.10,ENSG00000280418.1,0.36,LIHC Tumor
RP11-700H6.4,ENSG00000262006.1,0.36,LIHC Tumor
PPP2R1B,ENSG00000137713.15,0.36,LIHC Tumor
PCSK1,ENSG00000175426.10,0.36,LIHC Tumor
PRKACA,ENSG00000072062.13,0.36,LIHC Tumor
RP11-441O15.3,ENSG00000224934.2,0.35,LIHC Tumor
TESC-AS1,ENSG00000258285.1,0.35,LIHC Tumor
GLRX,ENSG00000173221.13,0.35,LIHC Tumor
NKX1-2,ENSG00000229544.8,0.35,LIHC Tumor
MCC,ENSG00000171444.17,0.35,LIHC Tumor
ZMYND15,ENSG00000141497.13,0.35,LIHC Tumor
NOVA1,ENSG00000139910.19,0.35,LIHC Tumor
ACMSD,ENSG00000153086.13,0.35,LIHC Tumor
RP11-404P21.9,ENSG00000258788.3,0.35,LIHC Tumor
PLGLB2,ENSG00000125551.18,0.35,LIHC Tumor
LINC01558,ENSG00000146521.9,0.35,LIHC Tumor
AP001048.4,ENSG00000223975.1,0.35,LIHC Tumor
FURIN,ENSG00000140564.10,0.35,LIHC Tumor
CCDC177,ENSG00000267909.2,0.34,LIHC Tumor
MUC13,ENSG00000173702.7,0.34,LIHC Tumor
HPD,ENSG00000158104.11,0.34,LIHC Tumor
ADGRG3,ENSG00000182885.16,0.34,LIHC Tumor
PLGLB1,ENSG00000183281.14,0.34,LIHC Tumor
RP11-242C19.2,ENSG00000241886.1,0.34,LIHC Tumor
BASP1,ENSG00000176788.8,0.34,LIHC Tumor
MOS,ENSG00000172680.1,0.34,LIHC Tumor
PCNT,ENSG00000160299.16,0.34,LIHC Tumor
TMEM163,ENSG00000152128.13,0.34,LIHC Tumor
RP11-605B16.1,ENSG00000282440.1,0.34,LIHC Tumor
GK-AS1,ENSG00000243055.1,0.34,LIHC Tumor
MIP,ENSG00000135517.6,0.34,LIHC Tumor
C10orf128,ENSG00000204161.13,0.34,LIHC Tumor
CH507-42P11.7,ENSG00000280095.1,0.34,LIHC Tumor
CYP2C18,ENSG00000108242.12,0.34,LIHC Tumor
AMDHD1,ENSG00000139344.7,0.34,LIHC Tumor
CH507-42P11.5,ENSG00000280191.3,0.34,LIHC Tumor
RP11-733C7.1,ENSG00000249091.1,0.34,LIHC Tumor
SDSL,ENSG00000139410.14,0.33,LIHC Tumor
RND1,ENSG00000172602.9,0.33,LIHC Tumor
GREM2,ENSG00000180875.4,0.33,LIHC Tumor
RP11-349F21.5,ENSG00000279903.1,0.33,LIHC Tumor
LINC01207,ENSG00000248771.5,0.33,LIHC Tumor
IL18R1,ENSG00000115604.10,0.33,LIHC Tumor
TAT,ENSG00000198650.10,0.33,LIHC Tumor
SLC38A4,ENSG00000139209.15,0.33,LIHC Tumor
ETNPPL,ENSG00000164089.8,0.33,LIHC Tumor
RP11-799B12.1,ENSG00000279332.1,0.33,LIHC Tumor
ASS1P1,ENSG00000220517.2,0.33,LIHC Tumor
CSRNP1,ENSG00000144655.14,0.33,LIHC Tumor
CDHR2,ENSG00000074276.10,0.33,LIHC Tumor
TSPAN13,ENSG00000106537.7,0.33,LIHC Tumor
LDHAL6B,ENSG00000171989.5,0.33,LIHC Tumor
NPY5R,ENSG00000164129.11,0.33,LIHC Tumor
SLC26A3,ENSG00000091138.12,0.33,LIHC Tumor
AP001042.1,ENSG00000229986.1,0.33,LIHC Tumor
RP11-180O5.2,ENSG00000226088.1,0.33,LIHC Tumor
RP11-173E2.2,ENSG00000250977.1,0.33,LIHC Tumor
EVA1C,ENSG00000166979.12,0.33,LIHC Tumor
LINC01348,ENSG00000280587.1,0.33,LIHC Tumor
HRSP12,ENSG00000132541.10,0.33,LIHC Tumor
AC073842.19,ENSG00000235077.1,0.33,LIHC Tumor
CH507-42P11.3,ENSG00000279769.1,0.32,LIHC Tumor
RP11-184M15.2,ENSG00000248802.1,0.32,LIHC Tumor
RPS6KA2,ENSG00000071242.11,0.32,LIHC Tumor
RP11-404P21.8,ENSG00000258691.1,0.32,LIHC Tumor
PER1,ENSG00000179094.13,0.32,LIHC Tumor
SLC27A2,ENSG00000140284.10,0.32,LIHC Tumor
SPCS3,ENSG00000129128.12,0.32,LIHC Tumor
ISG20,ENSG00000172183.14,0.32,LIHC Tumor
FAM167A,ENSG00000154319.14,0.32,LIHC Tumor
CGA,ENSG00000135346.8,0.32,LIHC Tumor
CH507-42P11.8,ENSG00000275993.2,0.32,LIHC Tumor
RP11-254I22.3,ENSG00000249746.1,0.32,LIHC Tumor
SPRYD4,ENSG00000176422.12,0.32,LIHC Tumor
KYNU,ENSG00000115919.14,0.32,LIHC Tumor
RP11-90L1.8,ENSG00000275880.1,0.32,LIHC Tumor
FBXO8,ENSG00000164117.12,0.32,LIHC Tumor
HPS5,ENSG00000110756.17,0.32,LIHC Tumor
ASS1P7,ENSG00000236893.1,0.32,LIHC Tumor
CA5A,ENSG00000174990.4,0.32,LIHC Tumor
ALDH7A1P2,ENSG00000232292.1,0.32,LIHC Tumor
CPE,ENSG00000109472.13,0.32,LIHC Tumor
MUC2,ENSG00000198788.8,0.32,LIHC Tumor
SLC25A48,ENSG00000145832.12,0.31,LIHC Tumor
ACSL1,ENSG00000151726.13,0.31,LIHC Tumor
CLRN2,ENSG00000249581.2,0.31,LIHC Tumor
C10orf71-AS1,ENSG00000236208.1,0.31,LIHC Tumor
GPT2,ENSG00000166123.13,0.31,LIHC Tumor
C1QL1,ENSG00000131094.3,0.31,LIHC Tumor
RP11-536P6.3,ENSG00000233179.1,0.31,LIHC Tumor
GALNTL6,ENSG00000174473.15,0.31,LIHC Tumor
EGFR,ENSG00000146648.15,0.31,LIHC Tumor
ALDOB,ENSG00000136872.17,0.31,LIHC Tumor
BCL2L10,ENSG00000137875.4,0.31,LIHC Tumor
MAP3K5,ENSG00000197442.9,0.31,LIHC Tumor
C5AR2,ENSG00000134830.5,0.31,LIHC Tumor
GLTPD2,ENSG00000182327.7,0.31,LIHC Tumor
AC002480.3,ENSG00000232759.1,0.31,LIHC Tumor
AKR7L,ENSG00000211454.13,0.31,LIHC Tumor
KMO,ENSG00000117009.11,0.31,LIHC Tumor
CTD-2589M5.4,ENSG00000255007.1,0.31,LIHC Tumor
PRKAG2-AS1,ENSG00000239911.2,0.31,LIHC Tumor
FLNB-AS1,ENSG00000244161.1,0.31,LIHC Tumor
AF064858.6,ENSG00000205622.9,0.31,LIHC Tumor
KIAA1324,ENSG00000116299.16,0.31,LIHC Tumor
FBXW7,ENSG00000109670.13,0.31,LIHC Tumor
WBP1LP1,ENSG00000243661.1,0.31,LIHC Tumor
LINC00987,ENSG00000237248.4,0.31,LIHC Tumor
RP11-108O10.2,ENSG00000254990.5,0.31,LIHC Tumor
TMEM123,ENSG00000152558.14,0.31,LIHC Tumor
SLC25A25,ENSG00000148339.12,0.3,LIHC Tumor
LARP1B,ENSG00000138709.17,0.3,LIHC Tumor
RP11-797A18.3,ENSG00000259652.1,0.3,LIHC Tumor
VSIG1,ENSG00000101842.13,0.3,LIHC Tumor
IL1RN,ENSG00000136689.18,0.3,LIHC Tumor
RP11-459F1.2,ENSG00000231297.3,0.3,LIHC Tumor
MAFK,ENSG00000198517.9,0.3,LIHC Tumor
NR4A3,ENSG00000119508.17,0.3,LIHC Tumor
FNDC3A,ENSG00000102531.16,0.3,LIHC Tumor
SCARA5,ENSG00000168079.16,0.3,LIHC Tumor
RP11-430B1.2,ENSG00000259577.1,0.3,LIHC Tumor
GLDC,ENSG00000178445.8,0.3,LIHC Tumor
AC016768.1,ENSG00000232451.1,0.3,LIHC Tumor
JADE1,ENSG00000077684.15,0.3,LIHC Tumor
DLGAP1-AS3,ENSG00000263724.1,0.3,LIHC Tumor
AGPAT9,ENSG00000138678.10,0.3,LIHC Tumor
CTD-2517M22.14,ENSG00000255182.2,0.3,LIHC Tumor
FNDC4,ENSG00000115226.9,0.3,LIHC Tumor
RP11-250B2.4,ENSG00000279022.1,0.3,LIHC Tumor
C10orf90,ENSG00000154493.17,0.3,LIHC Tumor
FAM46A,ENSG00000112773.15,0.3,LIHC Tumor
MYO1E,ENSG00000157483.8,0.3,LIHC Tumor
CA12,ENSG00000074410.13,0.3,LIHC Tumor
KIF26A,ENSG00000066735.14,0.3,LIHC Tumor
SLC2A9,ENSG00000109667.11,0.3,LIHC Tumor
XXbac-B444P24.10,ENSG00000161132.6,0.29,LIHC Tumor
RP11-25K19.1,ENSG00000167912.5,0.29,LIHC Tumor
AF196972.4,ENSG00000226971.1,0.29,LIHC Tumor
KLHL2,ENSG00000109466.13,0.29,LIHC Tumor
AASS,ENSG00000008311.14,0.29,LIHC Tumor
TMEM154,ENSG00000170006.11,0.29,LIHC Tumor
KCNK6,ENSG00000099337.4,0.29,LIHC Tumor
LINC00675,ENSG00000263429.3,0.29,LIHC Tumor
PLIN5,ENSG00000214456.8,0.29,LIHC Tumor
NAV2,ENSG00000166833.19,0.29,LIHC Tumor
RAPH1,ENSG00000173166.17,0.29,LIHC Tumor
RP4-712E4.1,ENSG00000226172.2,0.29,LIHC Tumor
PRDM15,ENSG00000141956.13,0.29,LIHC Tumor
LINC00319,ENSG00000188660.3,0.29,LIHC Tumor
LPIN2,ENSG00000101577.9,0.29,LIHC Tumor
ELL2,ENSG00000118985.14,0.29,LIHC Tumor
AC007182.6,ENSG00000224721.1,0.29,LIHC Tumor
MFSD2A,ENSG00000168389.17,0.29,LIHC Tumor
TTC39C,ENSG00000168234.12,0.29,LIHC Tumor
ERRFI1,ENSG00000116285.12,0.29,LIHC Tumor
TIGD2,ENSG00000180346.3,0.29,LIHC Tumor
RP11-863K10.7,ENSG00000183154.1,0.29,LIHC Tumor
RP11-380D15.3,ENSG00000230843.1,0.29,LIHC Tumor
LINC01146,ENSG00000258867.5,0.29,LIHC Tumor
WNT1,ENSG00000125084.11,0.29,LIHC Tumor
FZD10,ENSG00000111432.4,0.29,LIHC Tumor
FAM86FP,ENSG00000164845.16,0.29,LIHC Tumor
GUCA2B,ENSG00000044012.3,0.29,LIHC Tumor
DPCR1,ENSG00000168631.11,0.29,LIHC Tumor
ITIH4,ENSG00000055955.15,0.29,LIHC Tumor
CD38,ENSG00000004468.12,0.28,LIHC Tumor
RP11-9M16.3,ENSG00000271214.1,0.28,LIHC Tumor
PPTC7,ENSG00000196850.5,0.28,LIHC Tumor
SLC16A6,ENSG00000108932.11,0.28,LIHC Tumor
FCHO1,ENSG00000130475.14,0.28,LIHC Tumor
U3,ENSG00000200492.2,0.28,LIHC Tumor
CCNB1IP1P2,ENSG00000230860.1,0.28,LIHC Tumor
LL22NC03-121E8.3,ENSG00000229275.1,0.28,LIHC Tumor
GIMD1,ENSG00000250298.1,0.28,LIHC Tumor
IGHV3OR16-15,ENSG00000261834.2,0.28,LIHC Tumor
RP11-514F3.5,ENSG00000255186.1,0.28,LIHC Tumor
RNA5SP310,ENSG00000239152.1,0.28,LIHC Tumor
DNM1P33,ENSG00000260096.1,0.28,LIHC Tumor
RP11-426C22.5,ENSG00000260517.2,0.28,LIHC Tumor
AS3MT,ENSG00000214435.7,0.28,LIHC Tumor
KIAA0922,ENSG00000121210.15,0.28,LIHC Tumor
RP11-539E17.5,ENSG00000253258.1,0.28,LIHC Tumor
RN7SL491P,ENSG00000264400.2,0.28,LIHC Tumor
RP11-344F13.1,ENSG00000231606.1,0.28,LIHC Tumor
HPGD,ENSG00000164120.13,0.28,LIHC Tumor
CREB3L1,ENSG00000157613.10,0.28,LIHC Tumor
KIR3DL3,ENSG00000242019.1,0.28,LIHC Tumor
SLC46A2,ENSG00000119457.7,0.28,LIHC Tumor
PDX1-AS1,ENSG00000247381.2,0.28,LIHC Tumor
RP11-382M14.1,ENSG00000255353.1,0.28,LIHC Tumor
ACVR1C,ENSG00000123612.15,0.28,LIHC Tumor
PRKAG2,ENSG00000106617.13,0.28,LIHC Tumor
MRC1,ENSG00000260314.2,0.28,LIHC Tumor
C8B,ENSG00000021852.12,0.28,LIHC Tumor
ANGPTL4,ENSG00000167772.11,0.28,LIHC Tumor
LPAL2,ENSG00000213071.10,0.28,LIHC Tumor
HPX,ENSG00000110169.10,0.28,LIHC Tumor
ETFA,ENSG00000140374.15,0.28,LIHC Tumor
GFOD1,ENSG00000145990.10,0.28,LIHC Tumor
AC009963.3,ENSG00000233494.1,0.28,LIHC Tumor
IL18RAP,ENSG00000115607.9,0.28,LIHC Tumor
RP11-371F15.3,ENSG00000250195.1,0.27,LIHC Tumor
FGL1,ENSG00000104760.16,0.27,LIHC Tumor
CARKD,ENSG00000213995.11,0.27,LIHC Tumor
TRIM43,ENSG00000144015.4,0.27,LIHC Tumor
ISOC1,ENSG00000066583.11,0.27,LIHC Tumor
RP11-421P23.1,ENSG00000253199.1,0.27,LIHC Tumor
ADSSL1,ENSG00000185100.10,0.27,LIHC Tumor
NUP50-AS1,ENSG00000226328.6,0.27,LIHC Tumor
HSD17B2,ENSG00000086696.10,0.27,LIHC Tumor
RP11-286N22.16,ENSG00000279878.1,0.27,LIHC Tumor
AQP3,ENSG00000165272.14,0.27,LIHC Tumor
CXCL2,ENSG00000081041.8,0.27,LIHC Tumor
NR3C1,ENSG00000113580.14,0.27,LIHC Tumor
TRDV1,ENSG00000211804.3,0.27,LIHC Tumor
NAMPTP1,ENSG00000229644.6,0.27,LIHC Tumor
TRGV4,ENSG00000211698.2,0.27,LIHC Tumor
TGFBR1,ENSG00000106799.12,0.27,LIHC Tumor
PIGA,ENSG00000165195.13,0.27,LIHC Tumor
PLA2G2A,ENSG00000188257.10,0.27,LIHC Tumor
CCNH,ENSG00000134480.13,0.27,LIHC Tumor
RP11-248B24.1,ENSG00000279286.2,0.27,LIHC Tumor
RP11-54O7.16,ENSG00000272438.1,0.27,LIHC Tumor
NOX4,ENSG00000086991.12,0.27,LIHC Tumor
DGCR6,ENSG00000183628.12,0.27,LIHC Tumor
RP5-1103B4.3,ENSG00000236341.1,0.27,LIHC Tumor
RP11-398H6.1,ENSG00000254258.1,0.27,LIHC Tumor
RP11-88I21.2,ENSG00000244215.1,0.27,LIHC Tumor
LDHBP2,ENSG00000213684.4,0.27,LIHC Tumor
RARA-AS1,ENSG00000265666.1,0.27,LIHC Tumor
TRDV3,ENSG00000256590.2,0.27,LIHC Tumor
RP11-799B12.2,ENSG00000264924.1,0.27,LIHC Tumor
CTA-299D3.8,ENSG00000281732.1,0.27,LIHC Tumor
AP000797.3,ENSG00000256717.1,0.27,LIHC Tumor
TMED6,ENSG00000157315.4,0.27,LIHC Tumor
RP11-372K14.2,ENSG00000270681.1,0.27,LIHC Tumor
RP11-395B7.2,ENSG00000274993.1,0.27,LIHC Tumor
PON3,ENSG00000105852.10,0.27,LIHC Tumor
AREG,ENSG00000109321.10,0.27,LIHC Tumor
